vin,model,mfg_year,fuel_type,base_kmpl
FDY3FZZJ,Isuzu NPR,2016,LNG,-7.86
E72G528G,Ford Transit,2020,Electric,3.33
65LEJ7SR,Arrival Van,2014,Electric,5.38
KAU1AXV5,International LT,2023,Diesel,11.75
F4DQWML7,IC Bus CE Series,2009,Hybrid,20.95
7J47SSNF,Blue Bird All American,2011,Petrol,11.83
DBQKVHL0,Freightliner M2,2021,Hybrid,12.63
R25MDF7F,Ford Transit,2024,LNG,13.96
YSWRB8KEAJ,Rivian EDV,2014,Diesel,14.24
3HKFIC4J,Ford Transit,2017,Hybrid,16.09
GDOR8Y05,Mack Anthem,2000,CNG,14.09
WHL6TMTN,International LT,2023,CNG,14.71
,,,,
43MVKPO4,Peterbilt 579,2018,Electric,5.74
OQSMTJ8G,Nikola Tre,2022,CNG,8.41
YJE4GWXJ,International LT,2020,Hybrid,14.13
IIAZNXKG,Ram ProMaster,2010,Petrol,17.17
C7XM3I5W,Chevrolet Silverado 4500HD,2007,Electric,5.33
U6ZZXXDU,Blue Bird All American,2003,Hybrid,19.89
VDMMIT7K,Ford F-750,2003,Electric,3.36
4P59P9LS,Ram ProMaster,2004,CNG,15.98
N/A,Hino 268,2013,Petrol,14.58
I6QGCMRR,Ford F-750,2026,Diesel,5.06
8LEFX70H,Kenworth T680,2001,Diesel,6.54
X4NTQVNM,Peterbilt 579,2015,Diesel,14.52
VK94CL4O,Tesla Semi,2003,Electric,3.12
RWN4OOAX,Isuzu NPR,2000,Hybrid,12.55
7AX4BAOD,Arrival Van,2025,LNG,10.63
5X2E8NC9,Rivian EDV,2007,Petrol,8.63
IZN078IK,Hino 268,2007,Electric,4.31
G8SNM7V4,Ford Transit,2025,Hybrid,19.49
MFMHLVSY,Mack Anthem,2009,Electric,5.53
MXMJ79J7,Western Star 5700XE,2010,Hybrid,10.53
GXRCQQ2Q,Ford Transit,2024,CNG,12.16
A62JNQU2,Ram ProMaster,2013,LNG,0
VO0C182X,Western Star 5700XE,2007,LNG,11.54
WTKPIFN4,Mack Anthem,2008,CNG,9.63
OZRB7EYB,Isuzu NPR,2020,LNG,11.98
CZ42NBHO,Hyundai XCIENT,2004,CNG,10.75
TIVEH8VF,Blue Bird All American,2005,LNG,10.17
ALPU3V4W,BYD 8TT,2007,Hybrid,18.31
UV4JA2UM,Mercedes Sprinter,2026,LNG,10.9
29D2FF5L,Volvo VNL,2004,CNG,12.09
WHQMN7D9,Volvo VNL,2025,Electric,5.36
SBK426E3,Volvo VNL,2018,LNG,8.3
FT07X5IC,Nikola Tre,2019,CNG,13.62
NFQV2174,Thomas Saf-T-Liner,2022,Electric,3.4
87ZF1A79,IC Bus CE Series,2005,Hybrid,14.18
DK9ODLFS,Tesla Semi,2003,Electric,3.65
PUK6CMWS,Western Star 5700XE,2015,LNG,12.06
AW54OQLF,Hino 268,2012,Hybrid,21.49
PEL03XXK,Hino 268,2021,Hybrid,14.21
8TG7LA9S,     ,2019,Hybrid,20.85
NJHA6DZB,Arrival Van,2023,Electric,3.18
N0QOHP7J,Blue Bird All American,2022,Diesel,11.19
1BOCHTCX,Ford Transit,2007,Hybrid,18.02
SMHLDKBN,Ford Transit,2009,CNG,9.85
3XN2SU24,Freightliner M2,2015,Diesel,11.84
4TS2D3P6,Blue Bird All American,2022,Petrol,14.6
PXV5VOKN,"Freightliner M2, Heavy Duty",2012,Hybrid,18.75
ODEWYB40,Tesla Semi,2025,Electric,4.41
ELYYU829,Nikola Tre,2022,LNG,11.07
3TAYB5BB,Ford F-750,2002,Petrol,9.16
JTD8JGQ1,     ,2021,Petrol,17.99
Y3IW6VGK,Ford Transit,2022,Hybrid,18.32
A42IXYMR,Chevrolet Silverado 4500HD,2023,Diesel,14.94
WKNWNQT2,Ford F-750,2019,Diesel,12.98
775USS8F,Mack Anthem,2022,CNG,13.32
3923BJEH,International LT,2017,LNG,13.87
RBIRIQTK,Arrival Van,2002,Hybrid,19.05
8KLLHBPB,4237,2010,Hybrid,21.06
E8E5TNLZ,Tesla Semi,2000,Electric,4.7
WWSHH8DD,BYD 8TT,2018,LNG,6011.02
KO1SY7S1,Volvo VNL,2025,Electric,5.95
BUJDS0SP,Rivian EDV,2008,Petrol,8.45
KS978BX5,Mack Anthem,2012,CNG,14.55
IPSY0LJ2,International LT,2026,LNG,8.54
NEXFD90L,Thomas Saf-T-Liner,2001,Electric,3.64
ZG8GW6LK,Isuzu NPR,2001,Petrol,11.53
BMJB1MW0,Freightliner M2,2026,Hybrid,15.51
EDW3T6U5,Ram ProMaster,2026,Diesel,13.32
KQLVLLF9,Mack Anthem,2018,Petrol,6.68
DCBHHLK3,Arrival Van,2008,LNG,8.33
61IIAGY9,Mack Anthem,2002,Diesel,11.68
MZAP796I,Mercedes Sprinter,2025,Petrol,11.21
X8W1QXSR,Volvo VNL,2008,Diesel,6.81
FBRAEZCM,Mercedes Sprinter,2000,Petrol,9.87
TTLLGSQ0,Mercedes Sprinter,2005,CNG,11.7
VFHD7WG1,Isuzu NPR,2016,Petrol,15.37
9KW1AAKN,Kenworth T680,2011,Hybrid,14.31
9LAOLBFB,Mack Anthém,2025,Petrol,13.37
5B8Y21J1,NULL,2014,Hybrid,21.04
1JHFVLUX,Mercedes Sprinter,2004,Diesel,13.43
9XRDT1N0,Blue Bird All American,2000,CNG,11.87
EC41RN9U,Mercedes Sprinter,2025,LNG,13.45
2E8BZ4,Mercedes Sprinter,2003,LNG,11.86
3L89VHZH,Kenworth T680,2002,Hybrid,14.11
98CQK4LT,Freightliner M2,2011,Electric,3.2
32YNVO8M,Chevrolet Silverado 4500HD,2003,Diesel,6.47
OQZLA9IC,Thomas Saf-T-Liner,NULL,CNG,11.12
OY44TFW0,Rivian EDV,2004,Electric,3.79
346ZSSJN,Hino 268,2024,CNG,15.72
EJPAGWCI,Thomas Saf-T-Liner,2008,Petrol,3
RW7CTXDH,Tesla Semi,2026,Hybrid,17.21
U9435O1L,Hino 268,2020,Electric,4.7
YOLY0C4Z,Volvo VNL,2004,LNG,N/A
J3MNHTZQ,Tesla Semi,2017,Hybrid,13.13
D8ECDNNI,International LT,2022,LNG,13.13
5UVLYABZ,Blue Bird All American,2024,Hybrid,19.8
I72YCNR9,Western Star 5700XE,2000,CNG,11.07
C48LREHL,Arrival Van,2015,Hybrid,15.36
549SNJ1V,Rivian EDV,2013,LNG,7.29
07E7OHZ9,Mercedes Sprinter,2024,Diesel,12.63
4FQCOOTN,Hino 268,2006,Petrol,9.96
3A5F1U6S,BYD 8TT,2011,Petrol,13.31
8AIC1PFS,Volvo VNL,N/A,Electric,4.68
5I4RZPCD,Hino 268,2026,Electric,5.03
MHOZT3K2,Nikola Tre,2024,Electric,
SAULMPCV,Ram ProMaster,2082,LNG,10.96
NOT8SIS9,Mercedes Sprinter,2021,Hybrid,19.43
HHFJHN4T,Ford Transit,2005,Hybrid,12.18
AUZIPGYF,Isuzu NPR,2019,LNG,8.69
S1F9WX95,Arrival Van,2021,LNG,9.51
LICNCW6Q,Mercedes Sprinter,2005,Hybrid,16.66
BEGK9R6G,Freightliner M2,2003,Hybrid,18.11
2Z9UVN0T,Blue Bird All American,2005,CNG,14.78
52DE05DL,Tesla Semi,2003,CNG,11.21
PNGMZYZC,Blue Bird All American,2011,Petrol,17.64
XLR8U6PX,Thomas Saf-T-Liner,2003,Hybrid,13.23
3F3VEUD9,Chevrolet Silverado 4500HD,2025,Diesel,10.96
317MM6DN,Peterbilt 579,2000,CNG,NULL
3YD6O8DC,Ford Transit,2001,Diesel,6.02
E6V5NIDD,IC Bus CE Series,2011,CNG,14.63
N795UAEU,Ram ProMaster,2009,Electric,4.28
I0JQWL1O,BYD 8TT,2025,Petrol,14.58
6Q5WKN7E,Peterbilt 579,2007,Hybrid,
RR2GSO8N,Freightliner M2,2011,Diesel,11.88
I7C9WTRX,BYD 8TT,2002,Diesel,7.47
2MA63T2J,"Freightliner M2, Heavy Duty",2020,Diesel,11.09
MQGY27VY,Chevrolet Silverado 4500HD,2003,Petrol,8.86
5M92NL6W,Chevrolet Silverado 4500HD,2022,LNG,11.63
XT4TS463,Kenworth T680,2025,CNG,10.71
l3ngzorx,Nikola Tre,2022,CNG,11.04
6PY06FTL,IC Bus CE Series,2019,Hybrid,20.09
5QI0XAED,Mack Anthém,2020,LNG,13.25
0YV8ZLNL,Arrival Van,2016,Diesel,11.14
Q59H2E02,Thomas Saf-T-Liner,2002,Hybrid,11.39
KS02W22E,Blue Bird All American,2025,LNG,11.99
GXSKOUZX,IC Bus CE Series,2002,Diesel,8.14
JU9JKMNP,Mercedes Sprinter,2010,Electric,3.25
MQ6GXLUN,Tesla Semi,2018,LNG,8.17
RGN74F9Y,Mack Anthem,2000,LNG,7.5
PVARKCPW,Ram ProMaster,2005,Petrol,8.99
VOVLJEP9,Isuzu NPR,2008,Petrol,17.64
AZYW6WEY,Nikola Tre,2009,Electric,3.97
D19YJQHI,Rivian EDV,2023,CNG,8.55
YI,Ford Transit,2024,Electric,3.05
XGHU9IVL,Arrival Van,2019,CNG,15.26
II8677YE,Arrival Van,2024,Hybrid,6729.06
05FPIE8B,Blue Bird All American,2012,EV,13.03
7DYVGDGF,BYD 8TT,2010,Petrol,17.25
T2EE5RZF,Ford F-750,2008,Petrol,16.14
YHXELG3E,Tesla Semi,2011,Diesel,15
4T97WTWX,Nikola Tre,2025,CNG,14.57
NE87VA,Kenworth T680,2011,Diesel,5.11
20RNZ3EF,Kenworth T680,2017,Electric,3.31
59TWUYSC,Kenworth T680,2026,LNG,9.59
YX0MFV82,Ford F-750,2012,Petrol,8
AAFFSDUC,Ford F-750,2003,Diesel,7.28
QAU88QNQ,Thomas Saf-T-Liner,2004,Petrol,8.79
,Arrival Van,2001,Hybrid,18.51
OW5DRHLM,Thomas Saf-T-Liner,2007,Electric,3.83
9CP74IQY,Ford F-750,2021,LNG,9.97
X1KMX5ZL,Arrival Van,2019,CNG,13.91
KW8EO6F4,Rivian EDV,2002,LNG,9.87
C8RL2H7R,Peterbilt 579,2023,Electric,3.52
HWKNP8B9,International LT,2011,LNG,7.59
1R0KF6VH,Arrival Van,2006,Hybrid,18.74
SOHLYBBS,Western Star 5700XE,2020,Hybrid,14.1
TAMNON1I,Hyundai XCIENT,2016,Petrol,14.65
WZC4XL99,Ram ProMaster,2001,CNG,9.84
7UVWEV1Z,Rivian EDV,2017,Diesel,6.96
2YQNNZ1I,Ford F-750,2020,LNG,11.93
00000000,Ford Transit,2006,Diesel,13.46
9LG3U57V,Hyundai XCIENT,2018,Hybrid,11.0
DO1R716K,Tesla Semi,2005,Diesel,11.88
VLJPW7M9,     ,2022,CNG,13.42
YY3233UX,Thomas Saf-T-Liner,2019,CNG,10.4620687155
NTMNLKDV,"Freightliner M2, Heavy Duty",2015,Petrol,14.21
GDXQ4WBG,Arrival Van,2017,CNG,13.94
OKT6E5M9,Arrival Van,2003,Hybrid,21.93
NAWVMFHD,Tesla Semi,1935,Diesel,12.6
LOCM295W,International LT,2011,Petrol,12.15
VZP4YXHG,Mercedes Sprinter,2002,LNG,11.87
IBU4FMPK,Arrival Van,2020,Petrol,13.2
I79XEG2Y,Isuzu NPR,2025,Hybrid,11.11
XYEF9SH1,BYD 8TT,2020,Petrol,9.05
7E8Q4TUH,Hyundai XCIENT,2007,Hybrid,21.19
,International LT,2007,CNG,9.53
KKKS30AP,Volvo VNL,2008,Hybrid,21.15
1HMYV254,Arrival Van,2023,Diesel,8.82
UD0CTY1C,Peterbilt 579,2026,Diesel,9.95
KPC1STDU,Rivian EDV,2019,Electric,2.54
TIQIWQUL,Ford F-750,2000,Petrol,8.92
HDRIAHOI,BYD 8TT,2025,Hybrid,17.78
2WNPQF4E,International LT,2013,LNG,11.77
QYRVPV2U,Western Star 5700XE,2001,Electric,2.67
3ZZNI44J,Peterbilt 579,2009,CNG,9.73
URP6FRR3,Hino 268,2012,CNG,11.44
HIST6FMF,Blue Bird All American,2022,CNG,9.98
Q4UEK4KB,Blue Bird All American,2009,Electric,15.94
R9LKFMHU,Mack Anthem,2010.9,Petrol,10.62
JWQDIRU0,Rivian EDV,2004,LNG,8.75
MUD48OH9,Kenworth T680,2012,CNG,11.7
LQSYGMZT,Isuzu NPR,2005,Petrol,8.38
Z4UX8BVR,Nikola Tre,2000,diesel,6.08
CBT3ZTMB,Thomas Saf-T-Liner,2025,Petrol,10.47
R2LWKMSN,Mack Anthem,2019,Hybrid,18.89
HKK7QG24,Peterbilt 579,2004,Electric,4.34
FRAF45UO,Isuzu NPR,2019,Electric,5.82
24CSL3KW,BYD 8TT,2013,Diesel,13
EE9N611M,Volvo VNL,2000,Hybrid,10.14
RZ0ERAXP,Blue Bird All American,2016,Hybrid,12.0
Z9PWQ7F1,Ford F-750,2005,Electric,4.02
W2QFU8LS,Rivian EDV,2019,Hybrid,21.66
2A6VK0KJ,Blue Bird All American,2021,Electric,5.32
55MUBZU2,Tesla Semi,2004,Petrol,9.54
QZ4HKV4Z,BYD 8TT,2001,Electric,5.06
LOB777IH,Chevrolet Silverado 4500HD,2004,Diesel,6.82
TG1D9OB6,Ford F-750,2009,Electric,2.67
HIMZHSJQ,Isuzu NPR,2007,Hybrid,17.86
OKXKQPTI,Thomas Saf-T-Liner,2010,Diesel,14.48
LZIKQJMK,Thomas Saf-T-Liner,2006,Electric,4.69
LOP8TEDL,Ram ProMaster,2018,Hybrid,10.27
QT061ATM,Kenworth T680,2025,Electric,5.29
IJHXA3QGA,Thomas Saf-T-Liner,2014,CNG,8.0
GCO7TZUY,Kenworth T680,2019,Electric,4.42
ZLP4XKAV,Mack Anthem,2012,CNG,8.18
GDM57PPX,Freightliner M2,2024,Petrol,13.49
82SG0YPJ,Freightliner M2,2018,LNG,11.32
KWZARFZI,Blue Bird All American,2001,Diesel,6.66
27CH8TIS,Mack Anthem,2017,LNG,12.14
28MT9FSV,Freightliner M2,2014,CNG,9.53
803G5DFR,Ford F-750,2012,Electric,4.69
KFM9ZMRX,International LT,2009,CNG,13.47
6IDIIOH6,Kenworth T680,2015,Hybrid,17.02
DY27A24L,IC Bus CE Series,2003,Electric,3.89
6LRIM4SA,IC Bus CE Series,2011,Electric,4.96
6TAMY74W,Arrival Van,2024,Electric,4.48
RKG338BT,Volvo VNL,2015,Petrol,14.7
SZN5CTTA,Western Star 5700XE,2024,Hybrid,15.98
L5JKUYXC,Ford F-750,2017,CNG,12.66
JY5BSW6F,Nikola Tre,2015,Petrol,16.96
4TGVXKQ5,Western Star 5700XE,2012,LNG,8.47
ECC7JBS8,BYD 8TT,2025,Petrol,10.17
AE2JINN2,Blue Bird All American,2001,CNG,12.93
8U9144DJ,Mack Anthem,2011,LNG,-inf
P5R5IHZS,IC Bus CE Series,2020,LNG,11.63
YTJPCFV7,Isuzu NPR,2000,Diesel,10.13
TD85CA42,Nikola Tre,2001,Diesel,6.24
YSPTHOVV,Arrival Van,2009.0,Hybrid,13.39
PSNUM8BT,IC Bus CE Series,2014,CNG,0
O1Q3F6L6,Volvo VNL,2020,Electric,5.78
HXCJHWDF,Hyundai XCIENT,2003,Diesel,9.3
GMFGV5PI,Arrival Van,2006,Petrol,11.35
HD6VX67Q,Volvo VNL,2001,CNG,9.58
M1RE3LTD,International LT,2003,LNG,9.61
XR7L9K6N,Peterbilt 579,2022,CNG,11.54
WTJPS03S,Hino 268,2000,Electric,3.63
RZLY4Z6K,Chevrolet Silverado 4500HD,2023,Electric,3.62
T9X1PNWY,Blue Bird All American,2015,LNG,10.22
1OFOYI73,"Freightliner M2, Heavy Duty",2010,LNG,11.75
P3948JPF,Rivian EDV,2024,LNG,11.86
ROJ01P5W,Mack Anthem,2024,Electric,4.61
88J10KIG,Hino 268,1957,LNG,8.94
ZKC45YZD,Peterbilt 579,2000,CNG,12.28
47OTB85V,Isuzu NPR,2009,Diesel,6.44
KZSN9081,Rivian EDV,2003,Diesel,9.52
AKL1VVBG,Western Star 5700XE,2007,H2,24.75
NW2XJC3P,Peterbilt 579,2009,Electric,2.81
KWQH5K2Y,Thomas Saf-T-Liner,2022,Electric,5.94
WKXRU850,Thomas Saf-T-Liner,2012,LNG,13.76
PQTZ98DJ,Peterbilt 579,2022,Electric,5.55
D6FIZ791,Ford Transit,2022,Hybrid,10.02
GVZ0B3Q3,Blue Bird All American,2026,Diesel,9.25
14ZR012X,Mack Anthem,2011,Electric,4.83
O0LNMTZR,"Freightliner M2, Heavy Duty",2007,Hybrid,13.29
EVKPITYW,Thomas Saf-T-Liner,2018,LNG,12.98
EBR9FTWJ,Tesla Semi,2020,CNG,10.09
NZGARCP2,     ,2010,Petrol,10.25
DY4TKVV7,Thomas Saf-T-Liner,2008,CNG,9.42
3N7CCVCF,Tesla Semi,2008,Diesel,14.24
7SWY9V43,Arrival Van,2023,Petrol,-12.52
IUUKD07A,Hyundai XCIENT,2004,CNG/LNG,23.19
FKPA2TVM,Hyundai XCIENT,2007,Petrol,11.39
JBRRD44N,Kenworth T680,2009,CNG,12.77
HR8HDVAM,Hino 268,2014,Electric,-Infinity
23Q8749X,Mack Anthem,2018,Electric,5143.36
64L90FXV,Thomas Saf-T-Liner,2022,CNG,14.45
QFC2PTLS,Hyundai XCIENT,2023,Hybrid,19.88
c4rb4asf,Ford Transit,2023,Petrol,13.13
04BAUBB8,Ford F-750,2020,Petrol,"11,05"
1PH40DPM,Arrival Van,2023,Diesel,11.15
TAYW2HV3,Kenworth T680,2014,Petrol,13.59
UQNYBFA7,Rivian EDV,2022,Diesel,9.3
XWS5BU3N,Rivian EDV,2002,Electric,13.84
8T4H8IR6,Volvo VNL,2011,Diesel,14.75
FY0OZZHN,Ford F-750,2035,Electric,5.32
FOASZIXD,N/A,2025,Diesel,8.22
YOQSFHE1,Freightliner M2,2003,CNG,8.73
W4GRX404,Volvo VNL,2015,Diesel,8.38
DFK9OKJX,BYD 8TT,2013,Electric,5.53
0C3RB1FN,Tesla Semi,2018,LNG,13.56
UWTEU2,Tesla Semi,2017,CNG,9.17
9XRWNNVG,Mercedes Sprinter,2002,Electric,4.49
MC1DVHMA,Nikola Tre,2022,electric,10.97
TQH6JXRL,Mercedes Sprinter,2003,CNG,8.89
TM4ZC5CM,Hyundai XCIENT,2001,Electric,16.32
VUDM0L8B,Arrival Van,2016,Hybrid,11.32
SFHXAD3T,Freightliner M2,2026,Diesel,12.61
FFZ67A8X,Ford Transit,2014,LNG,11.69
FSLD78B8,Arrival Van,2009,Hybrid,16.33
VI2WVK00,     ,2021,CNG,8.02
BTLDKZ27,Peterbilt 579,2017,Petrol,11.37
PKR9VMFW,Isuzu NPR,2025,Diesel,9.99
NMBU04A2,Hyundai XCIENT,2016,Hybrid,17.31
6RVPBANX,Ford Transit,2007,CNG,14.6
PTFNM88U,Freightliner M2,2011,LNG,12.7
1HXE5ZAQ,Chevrolet Silverado 4500HD,2003,CNG,8.31
DS7KVK1X,BYD 8TT,2024,Diesel,6.8
TRAZMDUY,Western Star 5700XE,2026,Petrol,15.63
UW8PMY9P,Western Star 5700XE,2010,Hybrid,16.93
1QRF87HK,Chevrolet Silverado 4500HD,2012,Hybrid,19.01
646P9743,Mercedes Sprinter,2016,CNG,14.27
1Q6SE4SJ,Ram ProMaster,2006,Hybrid,17.24
B0E176MQ,Ford Transit,2021,Electric,5.58
FJLLAFGG,Mack Anthem,2016,Electric,4.42
URL6NFBI,Peterbilt 579,2011,Hybrid,16.14
UOIQ68BM,Kenworth T680,2006,Electric,5.39
ZGZU2NAC,IC Bus CE Series,2017,Petrol,13.91
97AHU0WU,Blue Bird All American,2018,Diesel,7.73
6L4PESRS,Ram ProMaster,2014,CNG,13.82
V6XGZ7CT,Chevrolet Silverado 4500HD,2009,CNG,13.8
DV8TXBRU,Isuzu NPR,2006,CNG,8.37
<script>alert(1)</script>,Isuzu NPR,2020,Petrol,6.69
T8KZ3Q0E,Hyundai XCIENT,2015,LNG,9.19
7XVG0FN9,Hyundai XCIENT,2022,Hybrid,16.68
SKR26G1O,Freightliner M2,2012,Hybrid,16.59
P9S3MGJ7,Kenworth T680,2013,Petrol,14.34
KWCJ8DL4,Hino 268,2006,Petrol,10.3
XGQHPZHU,Nikola Tre,2005,CNG,15.65
96H3I3NV,Kenworth T680,2026,Hybrid,19.38
2IA727A7,Kenworth T680,2016,Diesel,
NULL,Mercedes Sprinter,2021,Hybrid,18.36
6X4KY8YF,Blue Bird All American,2000,Petrol,7.23
AZL9ML70,Mack Anthem,2004,LNG,19.792502132
Y7YXKQTT,,2008,Petrol,15.69
HWTGQ0P8,Hyundai XCIENT,2012,CNG,10.71
ROCNI0TA,"Volvo
VNL",2002,Hybrid,11.71
6RYDQ3ML,Ford Transit,2024,Diesel,7.64
GHPO1VGK,Mack Anthem,2018,LNG,11.74
JZHGBSGL,Ram ProMaster,2015,Hybrid,16.33
67ZXOMZ9,International LT,2005,Electric,24.5
VGTDD567,BYD 8TT,2009,Hybrid,16.63
OS3BORAU,Freightliner M2,2023,Diesel,10.78
1LBN3Y7R,Thomas Saf-T-Liner,2007,LNG,10.51
EJSHK0FY,Mercedes Sprinter,2003,Diesel,6.74
Z4FG5WL1,Volvo VNL,2086,Diesel,10.69
20GRR6U6,Ram ProMaster,,Diesel,11.96
VNAK3QZD,Freightliner M2,2015,Electric,3.15
MYID4VJO,Hino 268,2010,Electric,5.74
QXPJ6O8J,Unknown,2024,LNG,9.39
ICKYVIV2,Mack Anthem,2002,Electric,3.88
MUOPXSDD,Ford F-750,2008,Electric,4.79
<script>alert(1)</script>,Arrival Van,2011,Electric,5.25
I2VMAV94,Mercedes Sprinter,2003,Electric,4.94
2KXSJZSB,Thomas Saf-T-Liner,2022,Petrol,17.41
8DHIC6V1,Arrival Van,2021,LNG,11.79
GW8X3KDD,Blue Bird All American,2012,LNG,10.49
31X5FDMF,Isuzu NPR,2011,Hybrid,17.26
R12PHUKJ,     ,2020,Hybrid,18.98
IJ8FZ7ZP,Volvo VNL,2005,CNG,13.59
6RMX1VZA,Thomas Saf-T-Liner,2026,Electric,5.36
CQS3R4TW,Rivian EDV,2026,CNG,"9,43"
UUUUUUUU,Peterbilt 579,2000,CNG,8.28
I3OK26VM,International LT,2022,Hybrid,16.01
Q4UA9N1P,Chevrolet Silverado 4500HD,2001,Hybrid,12.73
5I3IEST9,Thomas Saf-T-Liner,2000,Diesel,8.38
LA07BWF7,Kenworth T680,2015,LNG,8.61
  VP8QSM7B  , Hyundai XCIENT , 2018 , Petrol , 9.36 
O4DQ2ZZK,Western Star 5700XE,2010,CNG,11.26
6HDLZX5G,Rivian EDV,2008,Petrol,9.5
9IFDVBWE,BYD 8TT,2023,LNG,10.68
LJXTTQ2N,Hino 268,2024,CNG,11.09
R3GAE9DR,Kenworth T680,2014,Petrol,6.35
1I8JQ9E5,Nikola Tre,2019,Gasoline,8.25
R2XDOBD0,Nikola Tre,2008,Hybrid,20.69
8RRT4I7Z,Blue Bird All American,2001,Petrol,10.11
KCKW1QV1,IC Bus CE Series,2023,CNG,10.12
GUFM64AT,IC Bus CE Series,2001,Electric,Infinity
QG1X1IEB,Kenworth T680,2006,Diesel,5.06
V8U36KTU,Rivian EDV,2023,Diesel,7.15
8IR47FE3,BYD 8TT,2001,LNG,11.64
IIGIY0DR,Tesla Semi,2002,Petrol,15.91
JOJ2ZT08,Hino 268,2013,Electric,5.19
SGBJ6YVW,Western Star 5700XE,2019,Hybrid,17.57
CZ521S8N,Hino 268,2025,Diesel,10.77
1KXEZPOI,IC Bus CE Series,2024,CNG,11.29
UJAZNRKY,Freightliner M2,2010,CNG,13.53
TJC3W8WD,Kenworth T680,2002,Hybrid,18.17
317KO7CT,Volvo VNL,2009,Petrol,7.38
4ZNF3ZF5,Rivian EDV,2021,Petrol,12.01
UXTQS3Q5,Blue Bird All American,2025,CNG,9.25
5XT3O1BA,Thomas Saf-T-Liner,2004,Electric,5.64
T032SYU2,BYD 8TT,2008,Diesel,13.82
1YBYQKCQ,Ram ProMaster,2003,LNG,13.97
KIC424X6,Ford Transit,2018,Petrol,17.74
  VC7O45EJ  , BYD 8TT , 2025 , Hybrid , 18.87 
BB8WKIXC,Peterbilt 579,2010,CNG,14.31
W9JZYEDZ,Rivian EDV,2009,LNG,10.61
W46S7PO0,Rivian EDV,2009,Electric,3.88
,Nikola Tre,2000,CNG,11.22
S8ERKD0R,IC Bus CE Series,2019,Petrol,8.22
5ZKO0AWX,Tesla Semi,2009,Hybrid,19.13
T5MHR8ZL,Kenworth T680,2019,Hybrid,20.44
XPJ2QI80,Ford F-750,2000,Diesel,11.97
0M9YA8YF,Thomas Saf-T-Liner,2017,Electric,4.23
CC28FLK3,Volvo VNL,2019,LNG,11.49
4P8RI4BN,BYD 8TT,2011,Electric,4.1
MEQK9ZUH,IC Bus CE Series,Year2022,CNG,11.94
9P7Y6SOV,Ram ProMaster,2025,Diesel,5.66
0RIXG2RJ,Mack Anthem,2020,Electric,4.31
ZRP1482G,Mercedes Sprinter,2025,Diesel,10.29
MQ0NDQRB,Western Star 5700XE,2014.3,LNG,9.72
LGZ07YWA,Volvo VNL,2009,CNG,11.46
DPJUVFFK,BYD 8TT,2022,Electric,5.8
LQSF25GH,Mercedes Sprinter,2026,Electric,4.21
0907SN6A,Mack Anthem,2021,CNG,9.74
G28P4ADX,Peterbilt 579,2005,Hybrid,11.83
PZKBB77N,Mack Anthem,2020,Hybrid,12.82
MPXSV4DA,Nikola Tre,2022,Hybrid,14.64
TGQ01TEE,Tesla Semi,2026,LNG,13.94
EH2YOVPZ,Tesla Semi,2004,Diesel,8.94
PGFZXX69,Nikola Tre,2008,Diesel,13.11
GVYJ2JZO,Kenworth T680,2011,LNG,11.02
!@#$%,Ram ProMaster,2002,LNG,12.97
CHY3T5Q2,International LT,2006,LNG,12.22
SJDTLEB1,BYD 8TT,2010,LNG,
1HGB H225,Volvo VNL,2005,Petrol,13.15
7EH7YL7X,Ram ProMaster,2024,Petrol,16.09
NUXF1X88,Isuzu NPR,2018,LNG,10.52
3KOGUOXT,Mercedes Sprinter,1991,LNG,12.63
WQDWOL61,BYD 8TT,2021,Petrol,6.25
31TH1P8N,Isuzu NPR,2024,Electric,2.56
H3TV3I12,BYD 8TT,2000,Electric,3.47
QAF00PCB,IC Bus CE Series,2018,Hybrid,19.73
GEVOKQY9,Mack Anthem,2000,LNG,9.19
BIY7RULB,Kenworth T680,2023,Electric,5.52
925NGKQC,Western Star 5700XE,2025,petrol,22.35
UODZY2XA,Rivian EDV,2008,CNG,13.05
KHGQXF3P,Ford Transit,2019,Diesel,13.41
06DJIN9R,International LT,2007,Diesel,13.54
CMLZTI89,Nikola Tre,2020,Electric,4.58
UZLKDJAY,Hino 268,2015,LNG,Infinity
J2SMNP57,Ram ProMaster,2008,Electric,5.22
UAUS5VJC,Nikola Tre,2017,Hybrid,11.12
N/A,International LT,2023,LNG,10.55
X1CCEFE7,Tesla Semi,2021,Petrol,14.67
0G9F4OVK,Tesla Semi,2014,CNG,8.49
601KUO53,Nikola Tre,2003,Petrol,8.97
HPGIVE0G,IC Bus CE Series,2024,Diesel,6.57
QAOJGYOF,"Volvo
VNL",2018,Electric,3.28
FSQGAOVV,Isuzu NPR,2006,Electric,5.89
0RDYA0QT,Volvo VNL,2012,Electric,15.19
RWX35FJV,BYD 8TT,2007,CNG,15.06
7JR9JDLU,Mercedes Sprinter,2015,LNG,13.32
O7BAL23I,Mercedes Sprinter,2026,Hybrid,12.24
UZDD7AL9,IC Bus CE Series,2006,Electric,5.29
4V1FJ2AO,Rivian EDV,2008,Diesel,13.01
T53YKYYD,Nikola Tre,2011,LNG,12.76
N0GLM2H7,Volvo VNL,2025,Petrol,17.33
SZ9ULPNL,Mack Anthem,2022,CNG,8.25
XHXXD9WI,Mack Anthem,2011,LNG,12.79
